clip_name,clip_directory,frame_count,complete_16_frames,detected_frame_indices,missing_frame_indices,extra_frame_indices,folder_size_bytes
01-01-01-01-02-01-11,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,346020
01-01-01-01-02-01-12,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,244200
01-01-01-01-02-01-13,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-13,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,314786
01-01-01-01-02-01-14,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-14,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,289581
01-01-01-01-02-01-15,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-15,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,298182
01-01-01-01-02-01-16,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-16,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,285040
01-01-01-01-02-01-17,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,309706
01-01-01-01-02-01-18,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298145
01-01-01-01-02-01-19,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,294313
01-01-01-01-02-01-20,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,292036
01-01-01-01-02-01-21,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,267522
01-01-01-01-02-01-22,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,297768
01-01-01-01-02-01-23,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,302731
01-01-01-01-02-01-24,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-01-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,294811
01-01-01-01-02-02-01,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,264928
01-01-01-01-02-02-02,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,282346
01-01-01-01-02-02-03,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,287391
01-01-01-01-02-02-04,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,288442
01-01-01-01-02-02-05,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,329887
01-01-01-01-02-02-06,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-06,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,268040
01-01-01-01-02-02-07,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-07,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,303920
01-01-01-01-02-02-08,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-08,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,306155
01-01-01-01-02-02-09,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-09,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,305788
01-01-01-01-02-02-10,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-10,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,291289
01-01-01-01-02-02-11,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,344443
01-01-01-01-02-02-12,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,237200
01-01-01-01-02-02-13,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-13,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,311961
01-01-01-01-02-02-14,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-14,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,288510
01-01-01-01-02-02-15,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-15,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,297966
01-01-01-01-02-02-16,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-16,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,303156
01-01-01-01-02-02-17,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,310483
01-01-01-01-02-02-18,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,297328
01-01-01-01-02-02-19,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,297514
01-01-01-01-02-02-20,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,288339
01-01-01-01-02-02-21,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,265469
01-01-01-01-02-02-22,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,301604
01-01-01-01-02-02-23,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,301535
01-01-01-01-02-02-24,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,294765
01-01-02-01-01-01-01,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,267331
01-01-02-01-01-01-02,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,278772
01-01-02-01-01-01-03,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,289812
01-01-02-01-01-01-04,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,285164
01-01-02-01-01-01-05,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,315003
01-01-02-01-01-01-06,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-06,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,278468
01-01-02-01-01-01-07,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-07,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,297554
01-01-02-01-01-01-08,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-08,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,299428
01-01-02-01-01-01-09,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-09,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,309256
01-01-02-01-01-01-10,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-10,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,294792
01-01-02-01-01-01-11,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,338202
01-01-02-01-01-01-12,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,242878
01-01-02-01-01-01-13,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-13,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,312623
01-01-02-01-01-01-14,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-14,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,281374
01-01-02-01-01-01-15,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-15,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,299579
01-01-02-01-01-01-16,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-16,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,294051
01-01-02-01-01-01-17,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,314438
01-01-02-01-01-01-18,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,321764
01-01-02-01-01-01-19,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,297077
01-01-02-01-01-01-20,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,278285
01-01-02-01-01-01-21,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,267094
01-01-02-01-01-01-22,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,300392
01-01-02-01-01-01-23,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298011
01-01-02-01-01-01-24,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,291929
01-01-02-01-01-02-01,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,265795
01-01-02-01-01-02-02,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,278091
01-01-02-01-01-02-03,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,290649
01-01-02-01-01-02-04,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,289463
01-01-02-01-01-02-05,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,314021
01-01-02-01-01-02-06,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-06,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,275774
01-01-02-01-01-02-07,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-07,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,295215
01-01-02-01-01-02-08,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-08,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,301580
01-01-02-01-01-02-09,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-09,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,310496
01-01-02-01-01-02-10,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-10,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,295553
01-01-02-01-01-02-11,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,349635
01-01-02-01-01-02-12,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,243855
01-01-02-01-01-02-13,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-13,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,312419
01-01-02-01-01-02-14,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-14,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,279042
01-01-02-01-01-02-15,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-15,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,300162
01-01-02-01-01-02-16,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-16,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,301196
01-01-02-01-01-02-17,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-17,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,313787
01-01-02-01-01-02-18,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-18,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,319168
01-01-02-01-01-02-19,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-19,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,293205
01-01-02-01-01-02-20,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-20,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,284387
01-01-02-01-01-02-21,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-21,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,268403
01-01-02-01-01-02-22,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-22,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,299226
01-01-02-01-01-02-23,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-23,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,301294
01-01-02-01-01-02-24,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-02-24,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,292840
01-01-02-01-02-01-01,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-01,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,274218
01-01-02-01-02-01-02,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-02,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,278891
01-01-02-01-02-01-03,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-03,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,294068
01-01-02-01-02-01-04,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-04,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,288346
01-01-02-01-02-01-05,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-05,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,310447
01-01-02-01-02-01-06,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-06,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,278835
01-01-02-01-02-01-07,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-07,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,298491
01-01-02-01-02-01-08,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-08,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,301417
01-01-02-01-02-01-09,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-09,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,310955
01-01-02-01-02-01-10,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-10,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,290435
01-01-02-01-02-01-11,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-11,16,True,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,348071
01-01-02-01-02-01-12,/kaggle/working/ravdess_faces_16f/01-01-02-01-02-01-12,15,False,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,,243412
