video_path,video_name,actor_id,label_idx,processed_dir
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-06-02-02-01-15.mp4,01-01-06-02-02-01-15,15,5,/kaggle/working/ravdess_faces_16f/01-01-06-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-04-02-01-02-15.mp4,01-01-04-02-01-02-15,15,3,/kaggle/working/ravdess_faces_16f/01-01-04-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-06-01-01-01-15.mp4,02-01-06-01-01-01-15,15,5,/kaggle/working/ravdess_faces_16f/02-01-06-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-08-01-01-02-15.mp4,01-01-08-01-01-02-15,15,7,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-03-02-01-02-15.mp4,02-01-03-02-01-02-15,15,2,/kaggle/working/ravdess_faces_16f/02-01-03-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-04-01-02-02-15.mp4,01-01-04-01-02-02-15,15,3,/kaggle/working/ravdess_faces_16f/01-01-04-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-06-01-02-01-15.mp4,02-01-06-01-02-01-15,15,5,/kaggle/working/ravdess_faces_16f/02-01-06-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-05-02-01-02-15.mp4,02-01-05-02-01-02-15,15,4,/kaggle/working/ravdess_faces_16f/02-01-05-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-06-01-02-02-15.mp4,02-01-06-01-02-02-15,15,5,/kaggle/working/ravdess_faces_16f/02-01-06-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-05-02-01-01-15.mp4,02-01-05-02-01-01-15,15,4,/kaggle/working/ravdess_faces_16f/02-01-05-02-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-06-01-01-02-15.mp4,02-01-06-01-01-02-15,15,5,/kaggle/working/ravdess_faces_16f/02-01-06-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-04-02-02-02-15.mp4,01-01-04-02-02-02-15,15,3,/kaggle/working/ravdess_faces_16f/01-01-04-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-06-02-02-02-15.mp4,02-01-06-02-02-02-15,15,5,/kaggle/working/ravdess_faces_16f/02-01-06-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-04-02-02-01-15.mp4,01-01-04-02-02-01-15,15,3,/kaggle/working/ravdess_faces_16f/01-01-04-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-05-01-02-01-15.mp4,01-01-05-01-02-01-15,15,4,/kaggle/working/ravdess_faces_16f/01-01-05-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-04-02-01-01-15.mp4,02-01-04-02-01-01-15,15,3,/kaggle/working/ravdess_faces_16f/02-01-04-02-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-08-02-02-02-15.mp4,01-01-08-02-02-02-15,15,7,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-05-01-02-01-15.mp4,02-01-05-01-02-01-15,15,4,/kaggle/working/ravdess_faces_16f/02-01-05-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-04-01-02-01-15.mp4,02-01-04-01-02-01-15,15,3,/kaggle/working/ravdess_faces_16f/02-01-04-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-05-01-02-02-15.mp4,01-01-05-01-02-02-15,15,4,/kaggle/working/ravdess_faces_16f/01-01-05-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-07-01-02-02-15.mp4,01-01-07-01-02-02-15,15,6,/kaggle/working/ravdess_faces_16f/01-01-07-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-03-02-02-02-15.mp4,01-01-03-02-02-02-15,15,2,/kaggle/working/ravdess_faces_16f/01-01-03-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-05-02-02-01-15.mp4,01-01-05-02-02-01-15,15,4,/kaggle/working/ravdess_faces_16f/01-01-05-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-01-01-01-01-15.mp4,02-01-01-01-01-01-15,15,0,/kaggle/working/ravdess_faces_16f/02-01-01-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-05-02-02-02-15.mp4,01-01-05-02-02-02-15,15,4,/kaggle/working/ravdess_faces_16f/01-01-05-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-06-01-02-02-15.mp4,01-01-06-01-02-02-15,15,5,/kaggle/working/ravdess_faces_16f/01-01-06-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-02-02-02-01-15.mp4,02-01-02-02-02-01-15,15,1,/kaggle/working/ravdess_faces_16f/02-01-02-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-03-02-02-01-15.mp4,01-01-03-02-02-01-15,15,2,/kaggle/working/ravdess_faces_16f/01-01-03-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-04-02-01-01-15.mp4,01-01-04-02-01-01-15,15,3,/kaggle/working/ravdess_faces_16f/01-01-04-02-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-05-01-01-01-15.mp4,01-01-05-01-01-01-15,15,4,/kaggle/working/ravdess_faces_16f/01-01-05-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-07-02-02-01-15.mp4,02-01-07-02-02-01-15,15,6,/kaggle/working/ravdess_faces_16f/02-01-07-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-06-01-02-01-15.mp4,01-01-06-01-02-01-15,15,5,/kaggle/working/ravdess_faces_16f/01-01-06-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-07-02-02-02-15.mp4,02-01-07-02-02-02-15,15,6,/kaggle/working/ravdess_faces_16f/02-01-07-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-04-01-02-02-15.mp4,02-01-04-01-02-02-15,15,3,/kaggle/working/ravdess_faces_16f/02-01-04-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-01-01-02-02-15.mp4,01-01-01-01-02-02-15,15,0,/kaggle/working/ravdess_faces_16f/01-01-01-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-04-02-01-02-15.mp4,02-01-04-02-01-02-15,15,3,/kaggle/working/ravdess_faces_16f/02-01-04-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-02-01-01-01-15.mp4,02-01-02-01-01-01-15,15,1,/kaggle/working/ravdess_faces_16f/02-01-02-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-06-02-01-02-15.mp4,02-01-06-02-01-02-15,15,5,/kaggle/working/ravdess_faces_16f/02-01-06-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-04-02-02-02-15.mp4,02-01-04-02-02-02-15,15,3,/kaggle/working/ravdess_faces_16f/02-01-04-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-08-01-02-01-15.mp4,02-01-08-01-02-01-15,15,7,/kaggle/working/ravdess_faces_16f/02-01-08-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-03-01-02-02-15.mp4,02-01-03-01-02-02-15,15,2,/kaggle/working/ravdess_faces_16f/02-01-03-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-07-01-01-01-15.mp4,02-01-07-01-01-01-15,15,6,/kaggle/working/ravdess_faces_16f/02-01-07-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-03-01-02-01-15.mp4,01-01-03-01-02-01-15,15,2,/kaggle/working/ravdess_faces_16f/01-01-03-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-08-01-01-02-15.mp4,02-01-08-01-01-02-15,15,7,/kaggle/working/ravdess_faces_16f/02-01-08-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-03-01-01-02-15.mp4,01-01-03-01-01-02-15,15,2,/kaggle/working/ravdess_faces_16f/01-01-03-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-07-01-01-01-15.mp4,01-01-07-01-01-01-15,15,6,/kaggle/working/ravdess_faces_16f/01-01-07-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-07-02-01-02-15.mp4,02-01-07-02-01-02-15,15,6,/kaggle/working/ravdess_faces_16f/02-01-07-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-01-01-01-02-15.mp4,02-01-01-01-01-02-15,15,0,/kaggle/working/ravdess_faces_16f/02-01-01-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-03-02-01-01-15.mp4,01-01-03-02-01-01-15,15,2,/kaggle/working/ravdess_faces_16f/01-01-03-02-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-05-01-01-02-15.mp4,01-01-05-01-01-02-15,15,4,/kaggle/working/ravdess_faces_16f/01-01-05-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-03-02-02-02-15.mp4,02-01-03-02-02-02-15,15,2,/kaggle/working/ravdess_faces_16f/02-01-03-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-05-02-02-01-15.mp4,02-01-05-02-02-01-15,15,4,/kaggle/working/ravdess_faces_16f/02-01-05-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-05-01-02-02-15.mp4,02-01-05-01-02-02-15,15,4,/kaggle/working/ravdess_faces_16f/02-01-05-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-03-02-01-01-15.mp4,02-01-03-02-01-01-15,15,2,/kaggle/working/ravdess_faces_16f/02-01-03-02-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-05-01-01-01-15.mp4,02-01-05-01-01-01-15,15,4,/kaggle/working/ravdess_faces_16f/02-01-05-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-06-02-01-02-15.mp4,01-01-06-02-01-02-15,15,5,/kaggle/working/ravdess_faces_16f/01-01-06-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-05-02-01-02-15.mp4,01-01-05-02-01-02-15,15,4,/kaggle/working/ravdess_faces_16f/01-01-05-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-08-01-02-02-15.mp4,02-01-08-01-02-02-15,15,7,/kaggle/working/ravdess_faces_16f/02-01-08-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-02-02-02-02-15.mp4,02-01-02-02-02-02-15,15,1,/kaggle/working/ravdess_faces_16f/02-01-02-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-08-02-02-01-15.mp4,01-01-08-02-02-01-15,15,7,/kaggle/working/ravdess_faces_16f/01-01-08-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-08-01-02-01-15.mp4,01-01-08-01-02-01-15,15,7,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-04-01-01-01-15.mp4,02-01-04-01-01-01-15,15,3,/kaggle/working/ravdess_faces_16f/02-01-04-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-03-01-02-02-15.mp4,01-01-03-01-02-02-15,15,2,/kaggle/working/ravdess_faces_16f/01-01-03-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-04-01-02-01-15.mp4,01-01-04-01-02-01-15,15,3,/kaggle/working/ravdess_faces_16f/01-01-04-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-08-02-02-02-15.mp4,02-01-08-02-02-02-15,15,7,/kaggle/working/ravdess_faces_16f/02-01-08-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-07-01-02-01-15.mp4,02-01-07-01-02-01-15,15,6,/kaggle/working/ravdess_faces_16f/02-01-07-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-07-02-01-02-15.mp4,01-01-07-02-01-02-15,15,6,/kaggle/working/ravdess_faces_16f/01-01-07-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-02-02-01-02-15.mp4,01-01-02-02-01-02-15,15,1,/kaggle/working/ravdess_faces_16f/01-01-02-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-08-01-01-01-15.mp4,01-01-08-01-01-01-15,15,7,/kaggle/working/ravdess_faces_16f/01-01-08-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-02-02-02-02-15.mp4,01-01-02-02-02-02-15,15,1,/kaggle/working/ravdess_faces_16f/01-01-02-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-06-02-02-01-15.mp4,02-01-06-02-02-01-15,15,5,/kaggle/working/ravdess_faces_16f/02-01-06-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-05-02-02-02-15.mp4,02-01-05-02-02-02-15,15,4,/kaggle/working/ravdess_faces_16f/02-01-05-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-02-01-01-01-15.mp4,01-01-02-01-01-01-15,15,1,/kaggle/working/ravdess_faces_16f/01-01-02-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-06-01-01-01-15.mp4,01-01-06-01-01-01-15,15,5,/kaggle/working/ravdess_faces_16f/01-01-06-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-03-01-02-01-15.mp4,02-01-03-01-02-01-15,15,2,/kaggle/working/ravdess_faces_16f/02-01-03-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-02-02-01-01-15.mp4,01-01-02-02-01-01-15,15,1,/kaggle/working/ravdess_faces_16f/01-01-02-02-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-04-01-01-02-15.mp4,01-01-04-01-01-02-15,15,3,/kaggle/working/ravdess_faces_16f/01-01-04-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-04-02-02-01-15.mp4,02-01-04-02-02-01-15,15,3,/kaggle/working/ravdess_faces_16f/02-01-04-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-04-01-01-02-15.mp4,02-01-04-01-01-02-15,15,3,/kaggle/working/ravdess_faces_16f/02-01-04-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-01-01-01-01-15.mp4,01-01-01-01-01-01-15,15,0,/kaggle/working/ravdess_faces_16f/01-01-01-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-01-01-01-02-15.mp4,01-01-01-01-01-02-15,15,0,/kaggle/working/ravdess_faces_16f/01-01-01-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-06-01-01-02-15.mp4,01-01-06-01-01-02-15,15,5,/kaggle/working/ravdess_faces_16f/01-01-06-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-08-02-01-02-15.mp4,02-01-08-02-01-02-15,15,7,/kaggle/working/ravdess_faces_16f/02-01-08-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-08-01-02-02-15.mp4,01-01-08-01-02-02-15,15,7,/kaggle/working/ravdess_faces_16f/01-01-08-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-07-01-02-02-15.mp4,02-01-07-01-02-02-15,15,6,/kaggle/working/ravdess_faces_16f/02-01-07-01-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-06-02-01-01-15.mp4,02-01-06-02-01-01-15,15,5,/kaggle/working/ravdess_faces_16f/02-01-06-02-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-08-02-01-01-15.mp4,01-01-08-02-01-01-15,15,7,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-02-01-01-02-15.mp4,02-01-02-01-01-02-15,15,1,/kaggle/working/ravdess_faces_16f/02-01-02-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-07-01-02-01-15.mp4,01-01-07-01-02-01-15,15,6,/kaggle/working/ravdess_faces_16f/01-01-07-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-07-02-02-01-15.mp4,01-01-07-02-02-01-15,15,6,/kaggle/working/ravdess_faces_16f/01-01-07-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-08-02-01-02-15.mp4,01-01-08-02-01-02-15,15,7,/kaggle/working/ravdess_faces_16f/01-01-08-02-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-04-01-01-01-15.mp4,01-01-04-01-01-01-15,15,3,/kaggle/working/ravdess_faces_16f/01-01-04-01-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-02-01-02-01-15.mp4,02-01-02-01-02-01-15,15,1,/kaggle/working/ravdess_faces_16f/02-01-02-01-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-07-01-01-02-15.mp4,01-01-07-01-01-02-15,15,6,/kaggle/working/ravdess_faces_16f/01-01-07-01-01-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-06-02-02-02-15.mp4,01-01-06-02-02-02-15,15,5,/kaggle/working/ravdess_faces_16f/01-01-06-02-02-02-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/02-01-08-02-01-01-15.mp4,02-01-08-02-01-01-15,15,7,/kaggle/working/ravdess_faces_16f/02-01-08-02-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-05-02-01-01-15.mp4,01-01-05-02-01-01-15,15,4,/kaggle/working/ravdess_faces_16f/01-01-05-02-01-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Speech_Actor_15/Actor_15/01-01-02-02-02-01-15.mp4,01-01-02-02-02-01-15,15,1,/kaggle/working/ravdess_faces_16f/01-01-02-02-02-01-15
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Song_Actor_21/Actor_21/01-02-02-01-01-02-21.mp4,01-02-02-01-01-02-21,21,1,/kaggle/working/ravdess_faces_16f/01-02-02-01-01-02-21
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Song_Actor_21/Actor_21/02-02-05-01-02-02-21.mp4,02-02-05-01-02-02-21,21,4,/kaggle/working/ravdess_faces_16f/02-02-05-01-02-02-21
/kaggle/input/datasets/orvile/ravdess-dataset/Video_Song_Actor_21/Actor_21/02-02-01-01-01-02-21.mp4,02-02-01-01-01-02-21,21,0,/kaggle/working/ravdess_faces_16f/02-02-01-01-01-02-21
